method,method_label,metric,rate,median,q10,q90
simclr_z,InfoNCE critic space z,coarse_retention,4.5048790682318485,0.5336837979968159,0.5329047259825286,0.5346767363199335
simclr_z,InfoNCE critic space z,coarse_retention,4.536381719058645,0.5383522973445932,0.5375722272120548,0.5393466322473933
simclr_z,InfoNCE critic space z,coarse_retention,4.567884369885441,0.5430207966923704,0.5422397284415811,0.544016528174853
simclr_z,InfoNCE critic space z,coarse_retention,4.599387020712237,0.5476892960401476,0.5469072296711074,0.5486864241023128
simclr_z,InfoNCE critic space z,coarse_retention,4.630889671539033,0.5523577953879248,0.5515747309006336,0.5533563200297725
simclr_z,InfoNCE critic space z,coarse_retention,4.66239232236583,0.5570262947357021,0.5562422321301599,0.5580262159572325
simclr_z,InfoNCE critic space z,coarse_retention,4.693894973192625,0.5616947940834793,0.5609097333596862,0.5626961118846922
simclr_z,InfoNCE critic space z,coarse_retention,4.725397624019422,0.5663632934312566,0.5655772345892125,0.567366007812152
simclr_z,InfoNCE critic space z,coarse_retention,4.756900274846218,0.5710317927790337,0.5702447358187387,0.5720359037396117
simclr_z,InfoNCE critic space z,coarse_retention,4.788402925673014,0.5757002921268111,0.5749122370482651,0.5767057996670715
simclr_z,InfoNCE critic space z,coarse_retention,4.81990557649981,0.5803687914745882,0.5795797382777913,0.5813756955945312
simclr_z,InfoNCE critic space z,coarse_retention,4.851408227326607,0.5850372908223656,0.5842472395073176,0.5860455915219911
simclr_z,InfoNCE critic space z,coarse_retention,4.882910878153402,0.5897057901701426,0.5889147407368438,0.5907154874494508
simclr_z,InfoNCE critic space z,coarse_retention,4.914413528980199,0.5943742895179199,0.5935822419663701,0.5953853833769106
simclr_z,InfoNCE critic space z,coarse_retention,4.945916179806995,0.5990427888656971,0.5982497431958963,0.6000552793043703
simclr_z,InfoNCE critic space z,coarse_retention,4.977418830633791,0.6037112882134743,0.6029172444254227,0.6047251752318301
simclr_z,InfoNCE critic space z,coarse_retention,5.008921481460587,0.6083797875612516,0.6075847456549488,0.6093950711592899
simclr_z,InfoNCE critic space z,coarse_retention,5.0404241322873835,0.6130482869090288,0.6122522468844753,0.6140649670867497
simclr_z,InfoNCE critic space z,coarse_retention,5.071926783114179,0.617716786256806,0.6169197481140014,0.6187348630142095
simclr_z,InfoNCE critic space z,coarse_retention,5.103429433940976,0.6223852856045833,0.6215872493435278,0.6234047589416694
simclr_z,InfoNCE critic space z,coarse_retention,5.1349320847677715,0.6270537849523605,0.626254750573054,0.6280746548691292
simclr_z,InfoNCE critic space z,coarse_retention,5.166434735594568,0.6317222843001378,0.6309222518025803,0.6327445507965889
simclr_z,InfoNCE critic space z,coarse_retention,5.197937386421364,0.6363907836479149,0.6355897530321065,0.6374144467240487
simclr_z,InfoNCE critic space z,coarse_retention,5.22944003724816,0.6410592829956923,0.6402572542616328,0.6420843426515085
simclr_z,InfoNCE critic space z,coarse_retention,5.260942688074956,0.6457277823434693,0.644924755491159,0.6467542385789682
simclr_z,InfoNCE critic space z,coarse_retention,5.292445338901753,0.6503962816912466,0.6495922567206854,0.6514241345064281
simclr_z,InfoNCE critic space z,coarse_retention,5.323947989728548,0.6550647810390238,0.6542597579502116,0.6560940304338878
simclr_z,InfoNCE critic space z,coarse_retention,5.355450640555345,0.6597332803868011,0.658927259179738,0.6607639263613476
simclr_z,InfoNCE critic space z,coarse_retention,5.386953291382141,0.6644017797345783,0.6635947604092642,0.6654338222888073
simclr_z,InfoNCE critic space z,coarse_retention,5.418455942208937,0.6690702790823555,0.6682622616387905,0.6701037182162671
simclr_z,InfoNCE critic space z,coarse_retention,5.449958593035733,0.6737387784301327,0.6729297628683168,0.6747736141437268
simclr_z,InfoNCE critic space z,coarse_retention,5.48146124386253,0.67840727777791,0.677597264097843,0.6794435100711868
simclr_z,InfoNCE critic space z,coarse_retention,5.512963894689325,0.6830757771256872,0.6822647653273693,0.6841134059986465
simclr_z,InfoNCE critic space z,coarse_retention,5.544466545516122,0.6877442764734645,0.6869322665568955,0.6887833019261063
simclr_z,InfoNCE critic space z,coarse_retention,5.575969196342918,0.6924127758212416,0.6915997677864218,0.693453197853566
simclr_z,InfoNCE critic space z,coarse_retention,5.607471847169714,0.697081275169019,0.6962672690159482,0.6981230937810258
simclr_z,InfoNCE critic space z,coarse_retention,5.63897449799651,0.7017497745167961,0.7009347702454743,0.7027929897084855
simclr_z,InfoNCE critic space z,coarse_retention,5.670477148823307,0.7064182738645735,0.7056022714750008,0.7074628856359454
simclr_z,InfoNCE critic space z,coarse_retention,5.701979799650102,0.7110867732123505,0.710269772704527,0.7121327815634051
simclr_z,InfoNCE critic space z,coarse_retention,5.733482450476899,0.7157552725601278,0.7149372739340533,0.7168026774908649
simclr_z,InfoNCE critic space z,coarse_retention,5.764985101303695,0.720423771907905,0.7196047751635796,0.7214725734183247
simclr_z,InfoNCE critic space z,coarse_retention,5.796487752130491,0.7250922712556822,0.7242722763931058,0.7261424693457844
