variant,label,mode,K,requested_checkpoint,checkpoint_unit,effective_batch_size,channel_row_kl_median,channel_row_kl_q10,channel_row_kl_q90,channel_row_kl_last_median,channel_row_kl_last_q10,channel_row_kl_last_q90,critic_mse_mod_gauge_median,critic_mse_mod_gauge_q10,critic_mse_mod_gauge_q90,critic_mse_mod_gauge_last_median,critic_mse_mod_gauge_last_q10,critic_mse_mod_gauge_last_q90
cosine,cosine decay,unmatched,4,1450,steps,512,0.0015474568880858004,0.0014871944199696507,0.0016833590420841475,0.0015474568880858004,0.0014871944199696507,0.0016833590420841475,0.006448175872639199,0.00538119848853037,0.00971559123499081,0.006448175872639199,0.00538119848853037,0.00971559123499081
cosine,cosine decay,unmatched,4,1800,steps,512,0.0008985675371122655,0.0008894793107955439,0.0009640997579388588,0.0008985675371122655,0.0008894793107955439,0.0009640997579388588,0.0044915705273317315,0.0036984407230749193,0.007703053695462713,0.0044915705273317315,0.0036984407230749193,0.007703053695462713
cosine,cosine decay,unmatched,32,50,steps,512,0.019913840008731712,0.01828259432717998,0.023512097834659785,0.019913840008731712,0.01828259432717998,0.023512097834659785,0.1576871512753017,0.12880746192354858,0.26954030140079976,0.1576871512753017,0.12880746192354858,0.26954030140079976
cosine,cosine decay,unmatched,32,100,steps,512,0.009991522775334534,0.009198795409400004,0.011068354694399221,0.009991522775334534,0.009198795409400004,0.011068354694399221,0.07706498224456024,0.056683505675225794,0.14577463792506626,0.07706498224456024,0.056683505675225794,0.14577463792506626
cosine,cosine decay,unmatched,32,180,steps,512,0.007738950430855986,0.007194054080225386,0.008326672675437595,0.007738950430855986,0.007194054080225386,0.008326672675437595,0.04519527570254969,0.035514827705267836,0.07712907504729531,0.04519527570254969,0.035514827705267836,0.07712907504729531
cosine,cosine decay,unmatched,32,300,steps,512,0.007482920505389857,0.007032072362003254,0.008462235309440168,0.007482920505389857,0.007032072362003254,0.008462235309440168,0.032196985760226574,0.027973515087515905,0.049451398180034765,0.032196985760226574,0.027973515087515905,0.049451398180034765
cosine,cosine decay,unmatched,32,500,steps,512,0.006819162646646296,0.006061801233974311,0.007451314597410734,0.006819162646646296,0.006061801233974311,0.007451314597410734,0.02428265659862058,0.02177500679323086,0.0343545130279908,0.02428265659862058,0.02177500679323086,0.0343545130279908
cosine,cosine decay,unmatched,32,750,steps,512,0.005376180407774428,0.004881532102816187,0.006127388675233759,0.005376180407774428,0.004881532102816187,0.006127388675233759,0.019264204129007742,0.01779063725319145,0.023873609862389955,0.019264204129007742,0.01779063725319145,0.023873609862389955
cosine,cosine decay,unmatched,32,1100,steps,512,0.003111917919475398,0.0028600534283300125,0.003391273604896502,0.003111917919475398,0.0028600534283300125,0.003391273604896502,0.011375194235927276,0.009711928314736416,0.015755975798813847,0.011375194235927276,0.009711928314736416,0.015755975798813847
cosine,cosine decay,unmatched,32,1450,steps,512,0.0014085873172735956,0.0012678204237229153,0.001478735139041374,0.0014085873172735956,0.0012678204237229153,0.001478735139041374,0.00596140236609622,0.005251536735931058,0.009789232201637245,0.00596140236609622,0.005251536735931058,0.009789232201637245
cosine,cosine decay,unmatched,32,1800,steps,512,0.0007722529271322154,0.0007252112917736902,0.0008148784288254334,0.0007722529271322154,0.0007252112917736902,0.0008148784288254334,0.004140080560015031,0.0033096549997856588,0.008081504992706377,0.004140080560015031,0.0033096549997856588,0.008081504992706377
multistep,step decay,matched,1,50,steps,512,0.043982014936544016,0.0371154466761196,0.05166659125441947,0.043982014936544016,0.0371154466761196,0.05166659125441947,0.2619014459522747,0.175824239497621,0.32397956521974985,0.2619014459522747,0.175824239497621,0.32397956521974985
multistep,step decay,matched,1,100,steps,512,0.018274900038013395,0.016877715173002277,0.020641906954904157,0.018274900038013395,0.016877715173002277,0.020641906954904157,0.13248409279666998,0.08103921177167062,0.16077572716992156,0.13248409279666998,0.08103921177167062,0.16077572716992156
multistep,step decay,matched,1,180,steps,512,0.013194048481718861,0.012534103789703804,0.013897375545045536,0.013194048481718861,0.012534103789703804,0.013897375545045536,0.0729969595665217,0.04864004880896877,0.08653878366783745,0.0729969595665217,0.04864004880896877,0.08653878366783745
multistep,step decay,matched,1,300,steps,512,0.012172601528342316,0.011082841632555901,0.013878865072784513,0.012172601528342316,0.011082841632555901,0.013878865072784513,0.046757530180366186,0.03723568484867851,0.05926627484111931,0.046757530180366186,0.03723568484867851,0.05926627484111931
multistep,step decay,matched,1,500,steps,512,0.005271351431036913,0.004828148486348146,0.005709695947016177,0.005271351431036913,0.004828148486348146,0.005709695947016177,0.02294498374877444,0.017647437502861442,0.03314964681698677,0.02294498374877444,0.017647437502861442,0.03314964681698677
multistep,step decay,matched,1,750,steps,512,0.0034961388801914607,0.0031765422689522473,0.003660651414064948,0.0034961388801914607,0.0031765422689522473,0.003660651414064948,0.01571098327655896,0.011628842921839326,0.021879070162308407,0.01571098327655896,0.011628842921839326,0.021879070162308407
multistep,step decay,matched,1,1100,steps,512,0.00212968426265504,0.0019736231495448278,0.0024294065745212494,0.00212968426265504,0.0019736231495448278,0.0024294065745212494,0.010340693666039208,0.007221387370968267,0.016247341544799475,0.010340693666039208,0.007221387370968267,0.016247341544799475
multistep,step decay,matched,1,1450,steps,512,0.001352872320233474,0.0011913095609170257,0.0014931224694427355,0.001352872320233474,0.0011913095609170257,0.0014931224694427355,0.007646778045104505,0.005181676178683742,0.013166167560413862,0.007646778045104505,0.005181676178683742,0.013166167560413862
multistep,step decay,matched,1,1800,steps,512,0.001110016869692373,0.0009574189468691017,0.0011933537938207275,0.001110016869692373,0.0009574189468691017,0.0011933537938207275,0.00690015316020489,0.004435398870611629,0.012213658984823903,0.00690015316020489,0.004435398870611629,0.012213658984823903
multistep,step decay,matched,4,50,steps,512,0.026950507727922318,0.024166817751751262,0.03502800252011027,0.026950507727922318,0.024166817751751262,0.03502800252011027,0.1967192540396526,0.13436044575106454,0.2680179804594954,0.1967192540396526,0.13436044575106454,0.2680179804594954
multistep,step decay,matched,4,100,steps,512,0.011677484613732341,0.010679592942243799,0.012327022411840588,0.011677484613732341,0.010679592942243799,0.012327022411840588,0.09650590364492631,0.06302474931804296,0.12672131880905232,0.09650590364492631,0.06302474931804296,0.12672131880905232
multistep,step decay,matched,4,180,steps,512,0.008995656457701087,0.008469111599382483,0.01005346462747008,0.008995656457701087,0.008469111599382483,0.01005346462747008,0.05233248644874304,0.03537246727099231,0.06913582784531896,0.05233248644874304,0.03537246727099231,0.06913582784531896
multistep,step decay,matched,4,300,steps,512,0.009026368845203168,0.008212354734228326,0.009536577734921057,0.009026368845203168,0.008212354734228326,0.009536577734921057,0.037058158632815384,0.028622554002814576,0.04356089705698716,0.037058158632815384,0.028622554002814576,0.04356089705698716
multistep,step decay,matched,4,500,steps,512,0.0033742582731102104,0.0029619286853082303,0.0035205914751290437,0.0033742582731102104,0.0029619286853082303,0.0035205914751290437,0.017765693806261612,0.012800571475547659,0.023622815459575234,0.017765693806261612,0.012800571475547659,0.023622815459575234
multistep,step decay,matched,4,750,steps,512,0.0023426923262437234,0.002121234118950778,0.0026242536361651197,0.0023426923262437234,0.002121234118950778,0.0026242536361651197,0.012480792098972945,0.008627807550425652,0.015410765543252348,0.012480792098972945,0.008627807550425652,0.015410765543252348
multistep,step decay,matched,4,1100,steps,512,0.0013644990922268164,0.0013048288350451629,0.0014617225432917765,0.0013644990922268164,0.0013048288350451629,0.0014617225432917765,0.00797696970210557,0.005284534203691525,0.011301366004985313,0.00797696970210557,0.005284534203691525,0.011301366004985313
multistep,step decay,matched,4,1450,steps,512,0.0008766102549140381,0.0007712536748847008,0.000910559000165084,0.0008766102549140381,0.0007712536748847008,0.000910559000165084,0.006006841529738365,0.0036717081080341655,0.00903004506433083,0.006006841529738365,0.0036717081080341655,0.00903004506433083
multistep,step decay,matched,4,1800,steps,512,0.0006744063835125115,0.0005943162194374814,0.0007016471634003987,0.0006744063835125115,0.0005943162194374814,0.0007016471634003987,0.005229361236847745,0.003108395559017511,0.008394145227364003,0.005229361236847745,0.003108395559017511,0.008394145227364003
multistep,step decay,matched,32,50,steps,512,0.02095608531342195,0.018143665856947214,0.025291216676760115,0.02095608531342195,0.018143665856947214,0.025291216676760115,0.17846587143177167,0.11845476195695949,0.25384091791170715,0.17846587143177167,0.11845476195695949,0.25384091791170715
multistep,step decay,matched,32,100,steps,512,0.00986612454394516,0.009303637492751276,0.010744221775712267,0.00986612454394516,0.009303637492751276,0.010744221775712267,0.08710414016205802,0.057190952556051666,0.12617569140378657,0.08710414016205802,0.057190952556051666,0.12617569140378657
multistep,step decay,matched,32,180,steps,512,0.008216668329381047,0.00742136398075235,0.009312662714296491,0.008216668329381047,0.00742136398075235,0.009312662714296491,0.04839821995736461,0.03402945855153509,0.06769859393146054,0.04839821995736461,0.03402945855153509,0.06769859393146054
multistep,step decay,matched,32,300,steps,512,0.007938137825036908,0.007623403970729283,0.008434833853771884,0.007938137825036908,0.007623403970729283,0.008434833853771884,0.03465920678391279,0.028446583747539982,0.04336843809863485,0.03465920678391279,0.028446583747539982,0.04336843809863485
multistep,step decay,matched,32,500,steps,512,0.002715985243987174,0.002608656100146697,0.002905782500837023,0.002715985243987174,0.002608656100146697,0.002905782500837023,0.016449771495523336,0.012086888950951677,0.0221473898926047,0.016449771495523336,0.012086888950951677,0.0221473898926047
multistep,step decay,matched,32,750,steps,512,0.002020143705158694,0.0018345033655029197,0.0022496718461310645,0.002020143705158694,0.0018345033655029197,0.0022496718461310645,0.011072698972904369,0.00813110932472276,0.01497091015355592,0.011072698972904369,0.00813110932472276,0.01497091015355592
multistep,step decay,matched,32,1100,steps,512,0.001135224962176165,0.0010506302922248727,0.001255220644968568,0.001135224962176165,0.0010506302922248727,0.001255220644968568,0.0071545150071348484,0.0052438055986366375,0.010697256405933208,0.0071545150071348484,0.0052438055986366375,0.010697256405933208
multistep,step decay,matched,32,1450,steps,512,0.0007279545678944553,0.0006808565533674877,0.0007542012085329521,0.0007279545678944553,0.0006808565533674877,0.0007542012085329521,0.005096552481238524,0.003537029460337083,0.008724523406376677,0.005096552481238524,0.003537029460337083,0.008724523406376677
multistep,step decay,matched,32,1800,steps,512,0.0005479142762061962,0.0005035803329503089,0.0005867762632588625,0.0005479142762061962,0.0005035803329503089,0.0005867762632588625,0.004505225223708149,0.003003340869641278,0.008041538053107916,0.004505225223708149,0.003003340869641278,0.008041538053107916
multistep,step decay,unmatched,1,50,steps,512,0.03974435054902518,0.03600246260911436,0.04594053688654434,0.03974435054902518,0.03600246260911436,0.04594053688654434,0.2135198954767997,0.18168189985072483,0.35345094467597354,0.2135198954767997,0.18168189985072483,0.35345094467597354
multistep,step decay,unmatched,1,100,steps,512,0.017740026553901195,0.016231652157275223,0.01880746339159239,0.017740026553901195,0.016231652157275223,0.01880746339159239,0.10908391535172288,0.0835283236897846,0.1849529562378971,0.10908391535172288,0.0835283236897846,0.1849529562378971
multistep,step decay,unmatched,1,180,steps,512,0.013062855017571772,0.012160769258520436,0.013525492692859695,0.013062855017571772,0.012160769258520436,0.013525492692859695,0.06390285906537133,0.047127658587099906,0.1042233569306568,0.06390285906537133,0.047127658587099906,0.1042233569306568
multistep,step decay,unmatched,1,300,steps,512,0.012976075709469143,0.012511773945120572,0.014589427505632597,0.012976075709469143,0.012511773945120572,0.014589427505632597,0.04578463255203569,0.03833109883484652,0.06922462382220457,0.04578463255203569,0.03833109883484652,0.06922462382220457
multistep,step decay,unmatched,1,500,steps,512,0.00533002691228854,0.005093195990549404,0.005620847463745305,0.00533002691228854,0.005093195990549404,0.005620847463745305,0.022787227313331517,0.016814011051653553,0.03878706183628054,0.022787227313331517,0.016814011051653553,0.03878706183628054
multistep,step decay,unmatched,1,750,steps,512,0.003490658283952683,0.003076424871191673,0.003667203679281113,0.003490658283952683,0.003076424871191673,0.003667203679281113,0.014712100126966986,0.011163564864348727,0.02710445471517887,0.014712100126966986,0.011163564864348727,0.02710445471517887
multistep,step decay,unmatched,1,1100,steps,512,0.002188689800616016,0.0018776403486675472,0.0023483520823016735,0.002188689800616016,0.0018776403486675472,0.0023483520823016735,0.009571396476458167,0.006786069491159864,0.020704799429109206,0.009571396476458167,0.006786069491159864,0.020704799429109206
multistep,step decay,unmatched,1,1450,steps,512,0.001379769441212841,0.0011873801669137589,0.0015002198069843675,0.001379769441212841,0.0011873801669137589,0.0015002198069843675,0.007138384453257373,0.004635361817603282,0.016640212715391636,0.007138384453257373,0.004635361817603282,0.016640212715391636
multistep,step decay,unmatched,1,1800,steps,512,0.0011318852969847244,0.000982506213628691,0.0012506735060228064,0.0011318852969847244,0.000982506213628691,0.0012506735060228064,0.00637053752636655,0.004048736974307944,0.015584254648566621,0.00637053752636655,0.004048736974307944,0.015584254648566621
multistep,step decay,unmatched,4,50,steps,512,0.02526995671463681,0.02233178890924267,0.029068721931731503,0.02526995671463681,0.02233178890924267,0.029068721931731503,0.17123940545501332,0.13939555487340294,0.29507747023662023,0.17123940545501332,0.13939555487340294,0.29507747023662023
multistep,step decay,unmatched,4,100,steps,512,0.010992216715953105,0.010382637751761618,0.011721119616224544,0.010992216715953105,0.010382637751761618,0.011721119616224544,0.08281773324808428,0.06214999853614344,0.1511215194662181,0.08281773324808428,0.06214999853614344,0.1511215194662181
multistep,step decay,unmatched,4,180,steps,512,0.009513568565717914,0.008472421917577314,0.010190468086779791,0.009513568565717914,0.008472421917577314,0.010190468086779791,0.049639896007346904,0.03627340986858417,0.0851068234440115,0.049639896007346904,0.03627340986858417,0.0851068234440115
multistep,step decay,unmatched,4,300,steps,512,0.009600759704282796,0.008787875048864068,0.010449790835478782,0.009600759704282796,0.008787875048864068,0.010449790835478782,0.037419396332219516,0.029776021005174798,0.05945976292443321,0.037419396332219516,0.029776021005174798,0.05945976292443321
multistep,step decay,unmatched,4,500,steps,512,0.0031878649582204616,0.00302233558028366,0.003568243224990278,0.0031878649582204616,0.00302233558028366,0.003568243224990278,0.016576974798609354,0.01139822476008869,0.031198579456732815,0.016576974798609354,0.01139822476008869,0.031198579456732815
multistep,step decay,unmatched,4,750,steps,512,0.002420588190141855,0.002244695695410244,0.002579137050350513,0.002420588190141855,0.002244695695410244,0.002579137050350513,0.01097234880751877,0.00832565281656775,0.02208723591975821,0.01097234880751877,0.00832565281656775,0.02208723591975821
multistep,step decay,unmatched,4,1100,steps,512,0.0013872072929875788,0.0012531989012009553,0.0015226328548676768,0.0013872072929875788,0.0012531989012009553,0.0015226328548676768,0.007597546178438249,0.005129558000547635,0.016653839148906717,0.007597546178438249,0.005129558000547635,0.016653839148906717
multistep,step decay,unmatched,4,1450,steps,512,0.0008092170228687779,0.0007919010389036555,0.0008994332061376069,0.0008092170228687779,0.0007919010389036555,0.0008994332061376069,0.005475084741581371,0.003393362425403095,0.013775040400629813,0.005475084741581371,0.003393362425403095,0.013775040400629813
multistep,step decay,unmatched,4,1800,steps,512,0.0006289188862419412,0.000607953331510426,0.0006797549682789175,0.0006289188862419412,0.000607953331510426,0.0006797549682789175,0.00477165642707155,0.002954986513311376,0.012977500692619116,0.00477165642707155,0.002954986513311376,0.012977500692619116
multistep,step decay,unmatched,32,50,steps,512,0.0198952041776018,0.018268308525372867,0.023489602618883776,0.0198952041776018,0.018268308525372867,0.023489602618883776,0.15758485550688586,0.1287243003619372,0.26937747015348107,0.15758485550688586,0.1287243003619372,0.26937747015348107
multistep,step decay,unmatched,32,100,steps,512,0.01001931692490389,0.009230811191577513,0.011088757735526688,0.01001931692490389,0.009230811191577513,0.011088757735526688,0.07696036765951925,0.05661171749566999,0.14552537585119302,0.07696036765951925,0.05661171749566999,0.14552537585119302
multistep,step decay,unmatched,32,180,steps,512,0.007868095541846854,0.007301532010144435,0.008469582137041711,0.007868095541846854,0.007301532010144435,0.008469582137041711,0.04530914352459148,0.03576039577391909,0.07683482834232126,0.04530914352459148,0.03576039577391909,0.07683482834232126
multistep,step decay,unmatched,32,300,steps,512,0.007960170156202883,0.00742760386220606,0.00898967330842469,0.007960170156202883,0.00742760386220606,0.00898967330842469,0.03309956748848973,0.02899022174743048,0.05006483210126289,0.03309956748848973,0.02899022174743048,0.05006483210126289
multistep,step decay,unmatched,32,500,steps,512,0.002767051114177064,0.0026045894503505668,0.002884553010226423,0.002767051114177064,0.0026045894503505668,0.002884553010226423,0.015754105019328876,0.011638869598393303,0.02727328265795468,0.015754105019328876,0.011638869598393303,0.02727328265795468
multistep,step decay,unmatched,32,750,steps,512,0.002115740654031764,0.001992457126775866,0.002232086625521569,0.002115740654031764,0.001992457126775866,0.002232086625521569,0.010721109077757652,0.007943314926866995,0.019575186266511432,0.010721109077757652,0.007943314926866995,0.019575186266511432
multistep,step decay,unmatched,32,1100,steps,512,0.001201515709703138,0.0010352378294561752,0.0012450845025519912,0.001201515709703138,0.0010352378294561752,0.0012450845025519912,0.0070160524042654415,0.005082385929530856,0.01438591317500115,0.0070160524042654415,0.005082385929530856,0.01438591317500115
multistep,step decay,unmatched,32,1450,steps,512,0.0007375949529209697,0.0006904337506162602,0.0007891007813565025,0.0007375949529209697,0.0006904337506162602,0.0007891007813565025,0.005204725351362541,0.0034434272733291334,0.012245791932290098,0.005204725351362541,0.0034434272733291334,0.012245791932290098
multistep,step decay,unmatched,32,1800,steps,512,0.0005620055755168052,0.0005155038886784824,0.0005805892225252785,0.0005620055755168052,0.0005155038886784824,0.0005805892225252785,0.004619785805773117,0.002870685520834635,0.011501223207191326,0.004619785805773117,0.002870685520834635,0.011501223207191326
tail_average,tail average,matched,1,50,steps,512,0.043982014936544016,0.0371154466761196,0.05166659125441947,0.043982014936544016,0.0371154466761196,0.05166659125441947,0.2619014459522747,0.175824239497621,0.32397956521974985,0.2619014459522747,0.175824239497621,0.32397956521974985
tail_average,tail average,matched,1,100,steps,512,0.018274900038013395,0.016877715173002277,0.020641906954904157,0.018274900038013395,0.016877715173002277,0.020641906954904157,0.13248409279666998,0.08103921177167062,0.16077572716992156,0.13248409279666998,0.08103921177167062,0.16077572716992156
tail_average,tail average,matched,1,180,steps,512,0.013194048481718861,0.012534103789703804,0.013897375545045536,0.013194048481718861,0.012534103789703804,0.013897375545045536,0.0729969595665217,0.04864004880896877,0.08653878366783745,0.0729969595665217,0.04864004880896877,0.08653878366783745
tail_average,tail average,matched,1,300,steps,512,0.012172601528342316,0.011082841632555901,0.013878865072784513,0.012172601528342316,0.011082841632555901,0.013878865072784513,0.046757530180366186,0.03723568484867851,0.05926627484111931,0.046757530180366186,0.03723568484867851,0.05926627484111931
tail_average,tail average,matched,1,500,steps,512,0.012162434573723391,0.011376655335304476,0.013066496837650475,0.012162434573723391,0.011376655335304476,0.013066496837650475,0.03811104286345553,0.03493265394124839,0.0461125481590557,0.03811104286345553,0.03493265394124839,0.0461125481590557
tail_average,tail average,matched,1,750,steps,512,0.012885319227742827,0.011428372002135175,0.0132564947986518,0.012885319227742827,0.011428372002135175,0.0132564947986518,0.03767748867085188,0.036595118350302894,0.04395591893349098,0.03767748867085188,0.036595118350302894,0.04395591893349098
tail_average,tail average,matched,1,1100,steps,512,0.004599556222811909,0.004267679070010061,0.004835576901610621,0.01245524681248281,0.010985487879822802,0.01368268480716245,0.017251943977121067,0.015227807939382979,0.01963743061604927,0.03699680816987551,0.03458779988310517,0.04148733148468948
tail_average,tail average,matched,1,1450,steps,512,0.0020316171089035506,0.0018712825485809887,0.0022250626125533894,0.012852316407581336,0.011946634979348334,0.014554114694832877,0.008801223721899912,0.007407697355077264,0.010250334022361448,0.03882607089139253,0.03464990343742612,0.04217919582419348
tail_average,tail average,matched,1,1800,steps,512,0.001324273640228725,0.0011779799640506744,0.001389650181680328,0.01277098998676426,0.011973786389110855,0.01398564588270306,0.005960741984861602,0.004950274246690104,0.0065901283034567526,0.03805120065764749,0.03520495225816647,0.04135662931497116
tail_average,tail average,matched,4,50,steps,512,0.026950507727922318,0.024166817751751262,0.03502800252011027,0.026950507727922318,0.024166817751751262,0.03502800252011027,0.1967192540396526,0.13436044575106454,0.2680179804594954,0.1967192540396526,0.13436044575106454,0.2680179804594954
tail_average,tail average,matched,4,100,steps,512,0.011677484613732341,0.010679592942243799,0.012327022411840588,0.011677484613732341,0.010679592942243799,0.012327022411840588,0.09650590364492631,0.06302474931804296,0.12672131880905232,0.09650590364492631,0.06302474931804296,0.12672131880905232
tail_average,tail average,matched,4,180,steps,512,0.008995656457701087,0.008469111599382483,0.01005346462747008,0.008995656457701087,0.008469111599382483,0.01005346462747008,0.05233248644874304,0.03537246727099231,0.06913582784531896,0.05233248644874304,0.03537246727099231,0.06913582784531896
tail_average,tail average,matched,4,300,steps,512,0.009026368845203168,0.008212354734228326,0.009536577734921057,0.009026368845203168,0.008212354734228326,0.009536577734921057,0.037058158632815384,0.028622554002814576,0.04356089705698716,0.037058158632815384,0.028622554002814576,0.04356089705698716
tail_average,tail average,matched,4,500,steps,512,0.009401418447078199,0.008018277537754848,0.009732514925747927,0.009401418447078199,0.008018277537754848,0.009732514925747927,0.03141623287312468,0.029314781875861354,0.03637086162583053,0.03141623287312468,0.029314781875861354,0.03637086162583053
tail_average,tail average,matched,4,750,steps,512,0.008849573414441328,0.007926378244979554,0.009700346364021064,0.008849573414441328,0.007926378244979554,0.009700346364021064,0.027732203067688532,0.02583408370455633,0.03228198971061809,0.027732203067688532,0.02583408370455633,0.03228198971061809
tail_average,tail average,matched,4,1100,steps,512,0.0027127020149973536,0.0024605823038736964,0.002851315434931526,0.009135599189043251,0.008616895681479284,0.010005671853185918,0.01186899607973713,0.010211267283643553,0.014092160758762172,0.029591767251363053,0.026894753586098878,0.031597020149653196
tail_average,tail average,matched,4,1450,steps,512,0.0011057974765383133,0.0010169502747983013,0.001172004831685124,0.009182518819237935,0.008304995165003609,0.010018148629017438,0.005884594206468601,0.005074669210469369,0.007644895381389284,0.02959164842819617,0.025743364141125567,0.0317997415006506
tail_average,tail average,matched,4,1800,steps,512,0.0007067209391232161,0.0006580230580349786,0.0007834990100908808,0.00911995461434353,0.008604290430752217,0.009979919195335172,0.00406937084497278,0.0032975347170769646,0.005317219018759316,0.028430194797697,0.026554696062125287,0.034311572858133986
tail_average,tail average,matched,32,50,steps,512,0.02095608531342195,0.018143665856947214,0.025291216676760115,0.02095608531342195,0.018143665856947214,0.025291216676760115,0.17846587143177167,0.11845476195695949,0.25384091791170715,0.17846587143177167,0.11845476195695949,0.25384091791170715
tail_average,tail average,matched,32,100,steps,512,0.00986612454394516,0.009303637492751276,0.010744221775712267,0.00986612454394516,0.009303637492751276,0.010744221775712267,0.08710414016205802,0.057190952556051666,0.12617569140378657,0.08710414016205802,0.057190952556051666,0.12617569140378657
tail_average,tail average,matched,32,180,steps,512,0.008216668329381047,0.00742136398075235,0.009312662714296491,0.008216668329381047,0.00742136398075235,0.009312662714296491,0.04839821995736461,0.03402945855153509,0.06769859393146054,0.04839821995736461,0.03402945855153509,0.06769859393146054
tail_average,tail average,matched,32,300,steps,512,0.007938137825036908,0.007623403970729283,0.008434833853771884,0.007938137825036908,0.007623403970729283,0.008434833853771884,0.03465920678391279,0.028446583747539982,0.04336843809863485,0.03465920678391279,0.028446583747539982,0.04336843809863485
tail_average,tail average,matched,32,500,steps,512,0.008171483220669105,0.007326556565609176,0.008771013498930065,0.008171483220669105,0.007326556565609176,0.008771013498930065,0.029552313801894412,0.02668171166086116,0.03207460062810927,0.029552313801894412,0.02668171166086116,0.03207460062810927
tail_average,tail average,matched,32,750,steps,512,0.007965100033819884,0.007067271314919148,0.008314985491539395,0.007965100033819884,0.007067271314919148,0.008314985491539395,0.027684695821800553,0.023339195614850154,0.029674070789807692,0.027684695821800553,0.023339195614850154,0.029674070789807692
tail_average,tail average,matched,32,1100,steps,512,0.002176560913760419,0.002060317449805256,0.002291066379895057,0.007942244205852938,0.007055869177607204,0.0081211341962465,0.011320453441995405,0.008932468625553464,0.014294560386273438,0.025529508794369715,0.02292890550049504,0.030113979366831113
tail_average,tail average,matched,32,1450,steps,512,0.0009064033019760234,0.0008823734707805802,0.0009614029038152137,0.008060085535032936,0.007719572252561962,0.009171219964477118,0.005788154571128326,0.004425261410009943,0.007747909354320715,0.027543065552253512,0.024980915678642007,0.03091974257198455
tail_average,tail average,matched,32,1800,steps,512,0.0005887315666263639,0.0005539403221111649,0.0005988816881592683,0.007778615386756244,0.0068622936380673015,0.008486998191226766,0.003976790463710753,0.003241668015300136,0.005845981246246034,0.02754767355431605,0.024247209192846154,0.030165947488165045
tail_average,tail average,unmatched,1,50,steps,512,0.03974435054902518,0.03600246260911436,0.04594053688654434,0.03974435054902518,0.03600246260911436,0.04594053688654434,0.2135198954767997,0.18168189985072483,0.35345094467597354,0.2135198954767997,0.18168189985072483,0.35345094467597354
tail_average,tail average,unmatched,1,100,steps,512,0.017740026553901195,0.016231652157275223,0.01880746339159239,0.017740026553901195,0.016231652157275223,0.01880746339159239,0.10908391535172288,0.0835283236897846,0.1849529562378971,0.10908391535172288,0.0835283236897846,0.1849529562378971
tail_average,tail average,unmatched,1,180,steps,512,0.013062855017571772,0.012160769258520436,0.013525492692859695,0.013062855017571772,0.012160769258520436,0.013525492692859695,0.06390285906537133,0.047127658587099906,0.1042233569306568,0.06390285906537133,0.047127658587099906,0.1042233569306568
tail_average,tail average,unmatched,1,300,steps,512,0.012976075709469143,0.012511773945120572,0.014589427505632597,0.012976075709469143,0.012511773945120572,0.014589427505632597,0.04578463255203569,0.03833109883484652,0.06922462382220457,0.04578463255203569,0.03833109883484652,0.06922462382220457
tail_average,tail average,unmatched,1,500,steps,512,0.01233553992687369,0.011653404301724965,0.013089863046003335,0.01233553992687369,0.011653404301724965,0.013089863046003335,0.03848410294047202,0.03420043186774478,0.05061123162420766,0.03848410294047202,0.03420043186774478,0.05061123162420766
tail_average,tail average,unmatched,1,750,steps,512,0.012744488974187628,0.011904637058622169,0.014215718418988365,0.012744488974187628,0.011904637058622169,0.014215718418988365,0.03815358635713869,0.034128490362241366,0.04520810845098467,0.03815358635713869,0.034128490362241366,0.04520810845098467
tail_average,tail average,unmatched,1,1100,steps,512,0.004694407848050509,0.004186320797834854,0.005308864565178763,0.012540686518823044,0.011138112347210256,0.012963012894585698,0.016572722563639418,0.013552705310504655,0.02407518770502093,0.03625908671595515,0.03288315596409802,0.0429690418565221
tail_average,tail average,unmatched,1,1450,steps,512,0.0019822970322400215,0.0018916437324055808,0.002309080457779735,0.012885417169474538,0.011586088849864952,0.014581759989338925,0.008115315669620912,0.006579619523980261,0.01299569684915226,0.03782765346439026,0.03331937017032243,0.04178740801212196
tail_average,tail average,unmatched,1,1800,steps,512,0.0012806179415155274,0.0012191182579591737,0.0013795041916711457,0.012958478523289067,0.011949913259434845,0.014573152751652852,0.0052534651814830635,0.004337061040115827,0.009582660595943081,0.03979251534092949,0.03461406273494445,0.04256981964781804
tail_average,tail average,unmatched,4,50,steps,512,0.02526995671463681,0.02233178890924267,0.029068721931731503,0.02526995671463681,0.02233178890924267,0.029068721931731503,0.17123940545501332,0.13939555487340294,0.29507747023662023,0.17123940545501332,0.13939555487340294,0.29507747023662023
tail_average,tail average,unmatched,4,100,steps,512,0.010992216715953105,0.010382637751761618,0.011721119616224544,0.010992216715953105,0.010382637751761618,0.011721119616224544,0.08281773324808428,0.06214999853614344,0.1511215194662181,0.08281773324808428,0.06214999853614344,0.1511215194662181
tail_average,tail average,unmatched,4,180,steps,512,0.009513568565717914,0.008472421917577314,0.010190468086779791,0.009513568565717914,0.008472421917577314,0.010190468086779791,0.049639896007346904,0.03627340986858417,0.0851068234440115,0.049639896007346904,0.03627340986858417,0.0851068234440115
